0.061922,758.905029,1.112500
0.128788,758.905029,0.885000
0.194799,758.905029,0.885000
0.261301,758.905029,0.880000
0.328536,758.905029,0.882500
0.394495,758.905029,0.882500
0.461029,758.905029,0.880000
0.527542,758.905029,0.877500
0.594529,758.905029,0.882500
0.661436,758.905029,0.880000
0.728031,758.905029,0.882500
0.794484,758.905029,0.880000
0.860444,758.905029,0.882500
0.926442,758.905029,0.880000
0.992215,758.905029,0.882500
1.058578,758.905029,0.885000
1.125790,758.905029,0.880000
1.192453,758.905029,0.882500
1.259267,758.905029,0.882500
1.325704,758.905029,0.880000
1.391908,758.905029,0.880000
1.458832,758.905029,0.880000
1.525082,758.905029,0.880000
1.591558,758.905029,0.882500
1.657819,758.905029,0.882500
1.724087,758.905029,0.882500
1.790684,758.905029,0.880000
1.856845,758.905029,0.880000
1.923894,758.905029,0.880000
1.990238,758.905029,0.882500
2.056524,758.905029,0.880000
2.122813,758.905029,0.880000
2.189525,758.905029,0.885000
2.255627,758.905029,0.877500
2.321778,758.905029,0.880000
2.388206,758.905029,0.885000
2.454863,758.905029,0.877500
2.520904,758.905029,0.882500
2.586937,758.905029,0.880000
2.653789,758.905029,0.907500
2.720319,758.905029,0.887500
2.786865,758.905029,0.882500
2.853459,758.905029,0.880000
2.920342,758.905029,0.882500
2.987226,758.905029,0.882500
3.053961,758.905029,0.880000
3.120781,758.905029,0.882500
3.187256,758.905029,0.885000
3.253717,758.905029,0.885000
3.319757,758.905029,0.880000
3.386781,758.905029,0.885000
3.453843,758.905029,0.885000
3.519878,758.905029,0.877500
3.585924,758.905029,0.877500
3.652632,758.905029,0.882500
3.719537,758.905029,0.882500
3.786405,758.905029,0.882500
3.853212,758.905029,0.885000
3.919661,758.905029,0.880000
3.985251,758.905029,0.880000
4.052095,758.905029,0.887500
4.118144,758.905029,0.880000
4.184718,758.905029,0.877500
4.251165,758.905029,0.882500
4.318075,758.905029,0.885000
4.384126,758.905029,0.880000
4.451089,758.905029,0.885000
4.517590,758.905029,0.880000
4.584138,758.905029,0.882500
4.650488,758.905029,0.882500
4.716861,758.905029,0.880000
4.783958,758.905029,0.885000
4.851086,758.905029,0.882500
4.918096,758.905029,0.880000
4.984909,758.905029,0.880000
5.051752,758.905029,0.882500
5.118714,758.905029,0.882500
5.185412,758.905029,0.915000
5.252391,758.905029,0.885000
5.318947,758.905029,0.877500
5.385443,758.905029,0.877500
5.451740,758.905029,0.887500
5.521321,758.905029,0.895000
5.587030,758.905029,0.882500
5.653098,758.905029,0.882500
5.719259,758.905029,0.877500
5.785819,758.905029,0.880000
5.852938,758.905029,0.877500
5.919023,758.905029,0.882500
5.985701,758.905029,0.880000
6.052317,758.905029,0.877500
6.118245,758.905029,0.872500
6.185116,758.905029,0.882500
6.251030,758.905029,0.882500
6.317643,758.905029,0.882500
6.384199,758.905029,0.875000
6.450075,758.905029,0.877500
6.516102,758.905029,0.885000
6.582035,758.905029,0.882500
6.648700,758.905029,0.882500
6.715749,758.905029,0.882500
6.781529,758.905029,0.882500
6.848174,758.905029,0.880000
6.914574,758.905029,0.885000
6.980451,758.905029,0.880000
7.047645,758.905029,0.882500
7.113896,758.905029,0.882500
7.180577,758.905029,0.882500
7.247510,758.905029,0.882500
7.313545,758.905029,0.877500
7.380051,758.905029,0.885000
7.446791,758.905029,0.885000
7.513867,758.905029,0.885000
7.579942,758.905029,0.880000
7.646865,758.905029,0.882500
7.713807,758.905029,0.910000
7.780349,758.905029,0.885000
7.846666,758.905029,0.885000
7.912877,758.905029,0.880000
7.979664,758.905029,0.880000
8.045752,758.905029,0.877500
8.111787,758.905029,0.875000
8.177473,758.905029,0.872500
8.243638,758.905029,0.872500
8.310572,758.905029,0.875000
8.377356,758.905029,0.877500
8.443952,758.905029,0.882500
8.510142,758.905029,0.875000
8.576081,758.905029,0.872500
8.642887,758.905029,0.880000
8.708853,758.905029,0.877500
8.775434,758.905029,0.875000
8.841399,758.905029,0.875000
8.908011,758.905029,0.877500
8.974574,758.905029,0.875000
9.041206,758.905029,0.875000
9.107543,758.905029,0.880000
9.174730,758.905029,0.875000
9.240930,758.905029,0.875000
9.306521,758.905029,0.875000
9.372566,758.905029,0.872500
9.439242,758.905029,0.875000
9.505491,758.905029,0.875000
9.572596,758.905029,0.875000
9.638823,758.905029,0.877500
9.704716,758.905029,0.875000
9.771253,758.905029,0.875000
9.837616,758.905029,0.875000
9.904106,758.905029,0.867500
9.970189,758.905029,0.872500
10.036301,758.905029,0.872500
10.102417,758.905029,0.875000
10.168525,758.905029,0.877500
10.234731,758.905029,0.902500
10.302445,758.905029,0.885000
10.372801,758.905029,0.877500
10.444022,758.905029,0.872500
10.517912,758.905029,0.875000
10.588574,758.905029,0.880000
10.655760,758.905029,0.887500
10.722733,758.905029,0.872500
10.789727,758.905029,0.875000
10.855880,758.905029,0.870000
10.922186,758.905029,0.870000
10.988188,758.905029,0.875000
11.054929,758.905029,0.875000
11.121561,758.905029,0.875000
11.188552,758.905029,0.877500
11.255400,758.905029,0.875000
11.321847,758.905029,0.872500
11.388379,758.905029,0.877500
11.453594,758.905029,0.875000
11.519745,758.905029,0.877500
11.587410,758.905029,0.875000
11.654475,758.905029,0.872500
11.720771,758.905029,0.875000
